,file_path,speaker_id
28,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677931669568.wav,1
29,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677931673121.wav,1
30,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677931676616.wav,1
31,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677931699403.wav,1
32,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677931703047.wav,1
33,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677931706920.wav,1
34,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677931710797.wav,1
35,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932567698.wav,1
36,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932571300.wav,1
37,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932574901.wav,1
38,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932578479.wav,1
39,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932582032.wav,1
40,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932585628.wav,1
41,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932589132.wav,1
42,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932623751.wav,1
43,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932627557.wav,1
44,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932631197.wav,1
45,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932634773.wav,1
46,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932638425.wav,1
47,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932642130.wav,1
48,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932645720.wav,1
49,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932649367.wav,1
50,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932652893.wav,1
51,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932656393.wav,1
52,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932660000.wav,1
53,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932663783.wav,1
54,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932667363.wav,1
55,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932680308.wav,1
56,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932684065.wav,1
57,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932687687.wav,1
58,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932691332.wav,1
59,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932694896.wav,1
60,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932698533.wav,1
61,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932702080.wav,1
62,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932775631.wav,1
63,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932779363.wav,1
64,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932782981.wav,1
65,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932791792.wav,1
66,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932795344.wav,1
67,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932798942.wav,1
68,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932802565.wav,1
69,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932806143.wav,1
70,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932809765.wav,1
71,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932813350.wav,1
72,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932816922.wav,1
73,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932820529.wav,1
74,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932824032.wav,1
75,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932827585.wav,1
76,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932831215.wav,1
77,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932839399.wav,1
78,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932842977.wav,1
79,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932846614.wav,1
80,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932854270.wav,1
81,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932858019.wav,1
82,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932862077.wav,1
83,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932865732.wav,1
84,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932869257.wav,1
85,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932877648.wav,1
86,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932881268.wav,1
87,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932884846.wav,1
88,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932888571.wav,1
89,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932892248.wav,1
90,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932895803.wav,1
91,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932899380.wav,1
92,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932902986.wav,1
93,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932906596.wav,1
94,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932910159.wav,1
95,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932913740.wav,1
96,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932917352.wav,1
97,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932920881.wav,1
98,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932924448.wav,1
99,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\1\1677932928183.wav,1
100,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933085421.wav,2
101,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933115037.wav,2
102,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933133198.wav,2
103,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933147982.wav,2
104,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933158728.wav,2
105,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933179540.wav,2
106,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933194427.wav,2
107,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933205467.wav,2
108,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933209601.wav,2
109,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933213576.wav,2
110,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933217731.wav,2
111,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933229657.wav,2
112,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933233791.wav,2
113,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933238299.wav,2
114,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933242376.wav,2
115,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933246260.wav,2
116,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933262240.wav,2
117,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933266022.wav,2
118,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933269835.wav,2
119,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677933273570.wav,2
120,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941752126.wav,2
121,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941755894.wav,2
122,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941759442.wav,2
123,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941762974.wav,2
124,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941766519.wav,2
125,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941770101.wav,2
126,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941773708.wav,2
127,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941777395.wav,2
128,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941781005.wav,2
129,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941784902.wav,2
130,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941788617.wav,2
131,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941792488.wav,2
132,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941796237.wav,2
133,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941799931.wav,2
134,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941803631.wav,2
135,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941807629.wav,2
136,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941811693.wav,2
137,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941815856.wav,2
138,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941820007.wav,2
139,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941824342.wav,2
140,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941828713.wav,2
141,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941832901.wav,2
142,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941836875.wav,2
143,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941840608.wav,2
144,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941844659.wav,2
145,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941857761.wav,2
146,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941861537.wav,2
147,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941865156.wav,2
148,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941868748.wav,2
149,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677941872920.wav,2
150,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942003519.wav,2
151,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942009226.wav,2
152,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942013940.wav,2
153,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942020976.wav,2
154,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942026322.wav,2
155,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942037436.wav,2
156,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942048923.wav,2
157,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942092611.wav,2
158,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942096609.wav,2
159,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942100417.wav,2
160,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942104243.wav,2
161,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942108279.wav,2
162,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942112081.wav,2
163,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677942115756.wav,2
164,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943724554.wav,2
165,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943802747.wav,2
166,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943806790.wav,2
167,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943810895.wav,2
168,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943815006.wav,2
169,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943818969.wav,2
170,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943823630.wav,2
171,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943827946.wav,2
172,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943833958.wav,2
173,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943857660.wav,2
174,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943861252.wav,2
175,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943866189.wav,2
176,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943870228.wav,2
177,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943874159.wav,2
178,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943878625.wav,2
179,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943938231.wav,2
180,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943941949.wav,2
181,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943955109.wav,2
182,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943959345.wav,2
183,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943963305.wav,2
184,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943968072.wav,2
185,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943974636.wav,2
186,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943978748.wav,2
187,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943982552.wav,2
188,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943986346.wav,2
189,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943989959.wav,2
190,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677943993415.wav,2
191,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677944006052.wav,2
192,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677944009780.wav,2
193,C:\Users\jooer\OneDrive\Desktop\IS708_Project Material\IS708_Project Material\IS708_API\train_data\train_data\Audio\2\1677944013984.wav,2
